LOFT|Loftness Mfg. Co.
STEP|Stepper Trailer
BELN|Bellamy's Mfr. & Research ProductsHiltons, Virginia
ASPE|Aspen Camper, Inc.
CUMB|Cumberland CoachesH & W Mfg. Co.
BOBK|Bobko, IncMichigan City, Indiana
HD|Harley-Davidson
ORIG|Original Equipment Manufacturing, LTD.Sudbury, Ontario
NERC|Nerco Trailer
FIVK|Five-K Trailer Co., Inc.Bethalto, Illinois
CONE|Concord Travelers
HOLW|Hollywood Mobile Homes
SBRT|Seabring Home, Inc.
NEAL|Neal Mfg. Co., Inc.
PLAL|Play-Mor Trailers, Inc.Westphalia, Missouri
BOWE|Bowers Mfg. Co.
SUFW|Sunflower Mfg. Co., Inc.
CGXP|J & L'S CARGO EXPRESS, INC.; BRISTOL, INDIANA
REEV|Reeves Trailer
CAMR|Campers, Inc.
FHMC|F & H Mfg. Co.
RIVR|Bill Rivers
CENA|Central Industries, Inc.
DENE|Denver Trailer Supply, Inc.
WATF|Watford
QVAL|Qvale Automotive Group
LEXS|Lexus
WORK|Work-N-Play
HEAR|Hearthside Mobile HomesDiv. Moduline International, Inc.
BRON|Broncco (Italy)
MTPI|ColumbiaSee MTD Products, Inc.
FOMO|Foremost (also see make J.C.Penney)
TOWE|Towner Mfg. Co.
KAYD|Kaydel, Inc.
SIAT|Siata
RACH|Rach WeldingSt. Joseph, Michigan
ROLF|Roll-O-Flex, LTD.Regina, Saskatchewan
CSMC|Circle Supreme Mfg.Knowville, Tennessee
LAKE|BestrailMfd. by Lakeside Industries
NEWD|New Dimension
HFTD|Hatfield Welding & TrailerSales, Inc.Mt. Pleasant, Texas
BDFL|Bender-Florin
CCCY|CAREFREE CUSTOM CYCLES, LLC
FORE|Ford's Mobile Home Mfg.
ELWN|Easy Lawn, Inc.
TMTR|Travel Mate Trailer
TROY|Troyler Corp.
CAPR|Capri
CAMI|Cam-Pact Co., Inc.
LOAK|Load King Trailer Co.Div. of CMI Corp.--Elk Point, SouthDakota
HMST|HOMESTEADER, INC.; NEW TAZEWELL, TN
CLAT|Clayton Homes, Inc.Div. of Clayton Industries, Inc.,Knoxville, Tennessee
AROM|AERO MANUFACTURING, INC.; SYRACUSE, INDIANA
PULL|Pull A Long Mfg. & Sales
BBTM|B & B Trailer Mfg., Inc.Wapanuck, Oklahoma
HALE|Hale Horse Trailer
HOWA|Cycle-SleeperMfd. by Howard Mfg. Co.
GEMI|Gemini
COMD|Commander Motor Home
MRTI|Martin Lowboy Semi Trailer
BONI|Bonnieville Mfg. Co.
SIMS|Simson
AMES|Amerigo Travel Trailer
TYAN|Tyran
VLCN|VULCAN WORKS, INC; MANCHESTER, NEW HAMPSHIRE; MOTORCYCLES
STAA|Star Machine Shop Co. Ltd.
RIND|Rich Industries
MODH|Modern Mobile Homes
HILD|Hill Dump Trailer
SCHE|Schenkel Brothers Mfg. Co.
FRTV|Foretravel, Inc.Nacogdoches, Texas
BULK|Bulk-Hauler TrailerSee Kellebrew Mfg. Co.
ALPI|Alpine
EXCI|Excel Industries, Inc.Hesston, Kansas
CONG|Conestega Mfg. Co.
CHET|Cheston & Eshelman Co.
COPA|Cooper Alpine Motor Home
ABAR|Abarth
GOCO|Co Corp.
DUNL|Dunham Lehr, Inc.
MCOY|McCoy/Taylor, Inc.
PTRB|Peterbilt Motors Co.Div. of Paccar, Inc.
HYTK|HYDRO TEK CORP.; REDLANDS, CA
HECK|Heckaman Mfg., Inc.
ULTR|Ultra, Inc.
CRCF|CREW CHIEF MOTORHOME/HAULER
RAYM|Raymur Acceptance Corp.
CNRY|Conroy IndustriesNew Braunfels, Texas
HOF|Hoffman
REBE|Rebel Mobile HomeDiv. Skyline Homes
WISG|Wise-Craft Mfg.
EMER|EMERSON TRAILERS, INC., FLORIDA
MOBL|Mobile Home Co.
STU|Studebaker
MOTM|Motom
SABE|Recreatives, Inc.See Sabre
DEXT|Dexter Trailer, Inc.
DAFF|Daffin Mfg. Co.
BALT|Baltz Industries, Inc.Pocahontas, Arizona
STRH|STROHL CORPORATION; MISHAWAKA,IN ; VARIOUS STYLES TRAILERS
ALAI|Alair Coach Corp.
ACAE|Academy Mobile Home Corp.
OZBK|OZBIKE; CYCLE IMPORTS; MIAMI,FL
CADF|CADILLAC FABRICATION INC
AMEB|American Body & Trailer Co.
EASM|Easom Engineering
TRAV|Travoy Motor Home
BMW|BMW
SCOR|Scorpion
RELM|Reliart Trailer Mfg. Co.
PIER|Pierce Lowboy Trailer
VEEN|V. E. Enterprises
PALE|Palace Corp.
DUPN|Dupont Service Center, Inc.
GECI|General Engines Co., Inc.Throfare, New Jersey
MSTG|MUSTANG; CONSTRUCTION EQUIPMENT ETC.
BIEW|Biewer Industries
JAYW|Jay Wren Trailer
SWNS|Swanson Tilt trailer
ROSC|Rosco Mfg. Co.Minneapolis, Minnesota
FREE|Freeway Travelers, Inc.
CLUM|Columbia Trailer Co., Ltd.Vancouver, Canada
CASL|Casal
FLNG|SAUK CENTRE WELDING & MACHINE WORKS, INC. FELLING TRAILERS
AZTE|Aztec Mobile Homes
CROT|Croft-INS
GLIT|Glitsch
TVR|TVR
TOYP|Toyopet
FROS|Frost Trailer Co.West Monroe, Louisiana
REVN|Revcon
KNOW|Knowles Mfg. Co.
DEWE|DEW Eze Mfg., Inc.
OFFI|Officer, TheElkhart, Indiana
CLIP|Clipper Mfg. Co.
BOCS|Bo Cats, Inc.Garden City, Kansas
PAEN|Page Engineering Co.
CALM|Calumet Co., Inc.
SENO|Senora TrailersYuma, AZ; trailers
REGI|Regis Corp.
MYWA|My-Way Corp.Longwood, Florida
WLDE|Wilderness Travel Trailer
SOWI|Southwind Motor Home
HRIG|HRI (Heartland Rig)
MOTS|Montesa (Spain)
CIMR|Cimarron Mfg. Co.Oklahoma City, Oklahoma
CRRV|Cruiser RV, LLC
RNCE|Rance Aluminum, Inc.
BECK|Becker, Charles H., Inc.
UNIL|United Mobile Sales
ACAI|Antique & Collectible Autos, Inc.
PREO|Prevost Car, Inc.Mfrs. of &quot;Prevost Bus&quot;--Sainte Claire,Quebec, Canada
SWIM|Swisher Mower & Machine Co.Warrensburg, Missouri
BOYD|Boyd, E.G., Trailer Co.
BIMO|Bi-Motor Stallion
TRPT|Tri-Sport/Steen (formerly Alsport/Steen)
DAUP|Dauphin
DAYT|Dayton Electric Mfg. Co.Mfrs. air compressors--Chicago, Illinois
MUHL|Muhlberg
YACH|Yacht Club
VISQ|Vista Queen Trailer
TWIT|Twilite Mobile Home Mfg.
NUEL|Nuell Coach Corp.
MOUN|Mountaineer Mfg. Co.
ALLE|Allegro Motor Home
NABO|Nabors Trailers, Inc.Mansfield, Louisiana
JAYD|Jay Dee IndustriesCassopolis, Michigan
KNC|Ken Craft Trailer
VM|VM Boat Trailer
SMLX|Simplex
CCMH|Country Coach Motor HomeJunction City, Oregon
PLAM|Playmate Coaches
MUST|Mustang
RTRR|R.T.R. Trailers, Inc.
INPX|Indiana Phoenix
FARH|Farmhand, Inc.
MOCY|Mod Cycles Corp.
WESN|Westinghouse Equipped Mobile Home
STEW|Stewart Engineering & Equipment Co.
WIBH|Wisconsin Body & Hoist
DURI|Durabilt Industries, Inc.
MOBO|Mobile Mfg. Corp.
PONI|Pontiac (Canadian) (Also see makePontiac)
TRSG|TransglobalNew York; flatbed trailers
BIOT|Biot Camping Trailer
HOWL|How-Lo Campers Co.
MGS|MGS, Inc.
GREG|Air-Flo Mobile HomeMfd. by Gregory Mfg. Co.
ONAN|Onan Corp.Minneapolis, Minnesota
ARGS|Argosy Travel TrailerVersailles, Ohio--Sub. of Airstream
BRID|Bridgestone
DANU|Danuvia
FRNA|Frazer-Nash
COLB|Columbia Mfg. Co. (subsidiary Yard-Man Co. - Columbia Commuter)
AMHO|American Hoist & Derrick Co.
ROPE|Roper Outdoor Power ProductsKankakee, Illinois
AZAL|Azalea Homes
BEJE|Beijing Jeep
FRUN|Fruin
MARU|Marusho
VANM|Van American, Inc.Goshen, Indiana
LBOY|Lawn BoyMfrd. by Outboard Marine Corp.
WESE|Western
SARC|Starcraft Mfg. Co.
OSBO|C. D. Osborn & SonGrand Rapids, Michigan
DUAM|DuAl Mfg. Co.
CONH|Condor Motor Home
KOME|KometicSee Moto Kometik
ACAD|Acadian (GM of Canada)
TFLG|TUFF/LUGG MANUFACTURING
REDI|Redi-Go Traveler
WILX|Wilson Trailer Co., Inc.Grain, livestock trailers--Sioux City,Iowa
HERO|Heron Travel Campers
BRAS|Brasinca
AMEA|American BeautyMfd. by American Shelter Systems, Inc.
EATO|Eaton Corp.Cleveland, Ohio
HAWN|HAWN FREEWAY TRAILER SALES (HAWN TRAILERS); DALLAS, TEXAS
KINF|King-Co
LAYO|Layton Mfg. Co., Inc.Salem, Oregon
LIGT|Lighter-Bilt Trailers, Inc.Durham, California
SEAN|Seaman Digz-AllMerrill, Iowa
CUAP|CUSTOM AMUSEMENT PRODUCTS, COMPANY; DOVER, FLORIDA
ANDE|Ander-Ett, Inc.
CMCO|BirchwoodMfd. by Conchemco Homes Group
WIPT|Melvin Manufacturing Corp.See Whip It Snowmobiles
SHGO|Short Go, Inc.
CNLS|CORNELIUS MANUFACTURING, INC.; ELNORA, IN
SCOA|Scootalong
SHEB|Shelby American
WHES|WHEEL ESTATE SALES & SERVICE, INC; TRADE NAME/STEWART LODGES
PREM|Premier
JACK|Jack's Trailer Mfg.
BGHM|Bingham
TSTL|TEAM SPIRIT TRAILERS; ELKHART, INDIANA
TEAR|Tear Drop, Inc.
APPA|APPALACHIAN MFG. INC.;ELKHART, IN
BLGA|Blue Gator Boat Trailer
KROM|Kromag (Subs. of Puch)
TANM|T & M EnterprisesCookville, Texas
ALCI|Allen Coachworks Inc.(Mexican Manufacturer)
SPRS|HoosierBoat Trailer--mfd. by Spreuer and Son,c.
OLYP|Olympic Trailers
MICG|Michigan Central Airlines
JOYC|Joy Mfg. Co. (Air Power Group)Montgomeryville, Pennsylvania
TIAR|Tiara Industries
SWAE|Swan Industries
GENC|GENERAL ENGINES CO. INC.; FLORIDA EAGER BEAVER & INTERSTATE
KRGO|Kargo TrailersIvyland, Pennsylvania
JFW|J.F.W. Mfg., Inc.Wichita, Kansas
VOLU|Volunteer Mfg. Corp.
RIGH|Right Products, Inc.
LCRT|L-Cart, Inc.
COMM|Com-Camp
DLHY|Delahaye
DETT|Detroit Tool, Inc.
HARI|Hartford Homes, Inc.
ODOM|Odom Boyd Trailer Mfg. Co.Conroe, Texas
GIRA|Girard's Mfg. Co.
NEWT|New Paris Traveler Corp.New Paris, Indiana
NRTS|NorthwaySee Northway Snowmobiles
AGRI|Agri-Supply Co.
DAYB|CommandoYard tractor--mfd. by Daybrook-OttawaDiv.
EAGL|Eagle Trailer Mfg., Inc.
AURR|Aurora
HUNE|Hunter Custom TrailersKingsbury, Indiana
WIZA|Western Auto Supply Co.Also see make Wizard
MOTA|Motoc Semi Flatbed Trailer
MOBF|Mobile Freeze
SCMI|Scott Midland Div.Div. A-T-O, Inc.
AUTU|Auto Union
TRIK|Trike
QE|QE Mfg. Co., Inc.New Berlin, Pennsylvania
DRES|Dresser Industries, Inc.
LEAD|Leader Horse Trailer
TRIL|ChanceyMfd. by Trail-O-Matic
CISI|Cisitalia
KENY|KENNY BOYCE MOTORCYCLES
MAUL|Mauldin Mfg. Co., Inc.
CORS|Corsair Div.Div. Divco-Wayne Industries
CHEC|Checker
THOP|Thor Power Tool Co.
STLG|Sterling
ELEC|Elec-Trac
BYER|Byerly Trailer & Mfg. Co.
LMMC|L & M Trailer Mfg.
GETM|Getman Brothers Mfg. Co.Marion, Ohio
RANH|Ranch King Enterprises, Inc.Bellville, Texas
JEEP|Jeep (for model years 1989 throughresent)
ROCM|Rockie Mountain Mfg., Inc.
MILL|Miller Trailers Inc.Bradenton, Florida
LESC|Lesco, Inc.
TCRW|Triple Crown Trailers, Inc.
ANAL|Ana-Log
GINE|Ginetta
TOPK|Top Kat
RAYE|Rayne Plane, Inc.
HOP|Hop Cap P/U Camper Trailer
MCAF|M. P. McCaffrey
KIDR|KIDRON; TRAILERS
DIGM|Digmor Equipment & Engineering Co., Inc.
AMC|AMC Trailer
CUST|CMW (Custom Metal Works)
CORV|Corvette Travel Trailer
META|Metal Craft ManufacturingGreenville, North Carolina
TRTQ|TRANSTEQ (Transportation Techniques, LLC)
SCOT|Scott
ALNM|ALLEN MANUFACTURING, INC; FORT MORGAN, CO; TRAILERS
PNZR|PANZER MOTORCYCLE WORKS, LLC COLORADO
PDAA|P/D
TRVE|Traveleze Industries, Inc.
HWRO|Hewitt-Robins Crushing & VibratingDiv. Litton Systems, Inc.Equipment Div.
OCMI|CLASSIC MANUFACTURING, INC. OR OWENS-CLASSIC MANUFACTURING, INC.; STURGIS, MI
BROE|Brooten Fabricating, Inc.
AUTR|Autocarrier and A.C.
BRTI|Brae Trailers, IncStoughton, WI; piggyback semi-trailers
EMON|Emergency One, Inc.
CUKH|Custom King Horse Trailer
GLRV|GLENDALE RECREATIONAL VEHICLES; STRATHROY, ONTARIO, CANADA
CBTL|CUSTOM BUILT TRAILERS AN OR CUSTOM TRIKES, INC.
ELLE|Elgin-Leach Corp.
FORN|Forney Horse Trailer
LG|L & G Trailer
DELR|Del Rey Industries, Inc.
PERR|Perris Valley Campers
NIAG|Niagara Trailer Co.
TRAH|Art Roll Mfg. Co., Inc.New name is Trail-R-Craft, Inc.
BLAI|Blair Horse Trailer
PARU|Parkway Mfg. Co.
WAYN|Wayne SweeperSweeper Div., FMC, Pomona, California
RUSE|Frank Russell Mfg. Co.
COYO|Coyote Mfg. Corp.Corona, California
AUTB|Autobieu
PRTG|Prestige HousingConway, Arkansas
ULMC|ULTRA MOTORCYCLE CO.
SATR|Saturn Corporation
ZAPP|ZAP (Zero Air Pollution)
TRIP|Triple R TrailerStockton, Missouri
RBYD|RECREATION BY DESIGN LLC.; ELKHART, IN
CYCK|Cycle Kamp, Inc.Anaheim, California
LWLF|LONE WOLF TTRAILER CO. INC.; FALKVILLE, AL
ZIM|Zim
COCO|Conmaco, Inc.
TORN|Tornado (British)
BUCK|Buck Camper Co.
DUTT|Dutton-Lainson Co., Mfg. Div.Mfrs. of boat trailers,
REVE|Revella Camping Trailer
USSM|U.S. Suzuki Motor Corp., Inc.Santa Fe Springs, CA
MILY|ExhibitorMfd. by Miley Trailer Co., Inc.
ECOB|Eco-Bike Elec Motorcycle
NEVD|Nevadan Mfg. Co.
CLMN|Coleman
PALN|Palmetto Sales of Laurens
HARM|Hart Mfg., Inc.Chickasha, Oklahoma
BROS|Bros. Div.American Hoist Derrick Co., St. Paul,Minnesota
NOMA|Nomad Trailers & Mobile HomesDewey, Oklahoma
ELET|Electra Vacation Home
DELM|Delmar Mfg. Co., Inc.
KBAR|K-Bar Industries, IncSavage, MN; utility trailers
EBUS|E-Bus
COAS|Coastal Trailer Corp.
LEVI|LEVIS MOTORCYCLES; GREAT BRITAIN
WILL|Willys-Overland
HUMS|Humes Truck & Trailer Mfg. Co
BRAW|Brandywine Travel Trailer
JALL|Jalldee, Inc.Spencer, Wisconsin
WERN|Siefmund Werner
CLAX|Claxton
LINW|Linwood Mfg., Inc.
CURT|CurtisDiv. Globemaster Mobile Homes
BOCE|Broce Manufacturing Co.
TRUW|Tru-Tow Trailers
ARCA|Arctic Cat
HAML|Hamlite
MCKA|John A. McKay
VANP|Vance Campers, Inc.
SCHW|Schwartz Mfg. Co.
CACV|CLASSIC ACQUISITIONS/CLASSIC VENTURES; HERNANDO,FLORIDA
AJW|AJW
RIPC|Ripco, Inc.
SPRN|Springtrail Mfg. Co.Springfield, Missouri
MERR|Mercury Trailer Industries
CADE|Cadet Coach Corp.
SCTI|Star Custom Trailers, Inc.Lebanon, Tennessee
CRLY|Crowley Mfg.Mathiston, Mississippi
DOMO|DO-MOR Equipment, Inc.
TAMP|Tampo Manufacturing Co. Inc.
NEVI|Neville Welding, Inc.
UNIA|Union Machine & Tool Works
SOUW|Southwest Truck Body Co.St. Louis, Missouri
HILL|Hillman
LEON|Leon Manufacturing Co., Ltd.,(Canada)
POLR|Poloron Homes of Pa., Inc.Middleburg, Pennsylvania
EXIS|EXISS ALUMINAM TRAILERS, INC.; EL RENO, OK
EASW|Easy Traveler Trailer
DORT|DORT MOTOR CAR COMPANY; FLINT, MICHIGAN
ODSS|Odyssey
CAMO|Camper Corp. of America
PGAS|PEGASUS VANS & TRAILERS, INC SANDUSKY, OH
FATC|Fat City Choppers
ULTI|ULTIMATE TRAILERS; LAKEVIEW TERRACE, CA
CATL|Catalina Motor Home
TRRT|Trailerette Trailer
YANG|Yangzhou Tonghua Semi-Trailer Co., Ltd.
COWY|Conway
SEAT|Seat
PHIL|Phill Trailer
PONT|Pontiac
HRTN|HORTON VANS, INC.; EATONTON, GO
CORB|Corbitt
FIAC|Fieldacre Horse Trailer
ALLK|All Lakes Trailer
ASHD|Ashdown Mfg. Corp.Ashdown, Arkansas
VIST|Vista Liner Coach & Trailer
LOVE|J. E. Love Co.
NORJ|Norjack, Incl
SURE|Sureload
CREE|Cree Coaches, Inc.Div. of Southwest Michigan Ind.,Marcellus, Michigan
TXTT|Traxcavator Tract
BROB|Brobts & Associates
OLDS|Oldsmobile
TROR|Troyer Mfg. Co.
STAR|Star
BIBB|BIBB WELDING & TRAILERS, LLC; MACON, GEORGIA
TPHT|TOP HAT INDUSTRIES, MT. PLEASANT, TX (TRAILERS)
BRST|Briggs & Stratton Corp.
LOGI|Logic Motor Co.
NRWD|NORTHWOOD OF VIRGINIA; WINCHESTER VIRGINIA
CEIQ|CEI EQUIPMENT COMPANY, INC; CEDAR RAPIDS, IA
RORA|Road Ranger Camper Trailer
ENCO|ENCORE; RIDING LAWNMOWERS
PERF|Performance Products, Inc.
DANB|Danny Boy Trailer
KMMC|K & M Mfg. Co.Renville, Minnesota
VESP|Vespa
AGCO|AGCO INC. FORMERLY ALLIS CHALMERS & K-H DEUTZ OF GERMANY
DOUB|Double Shuffle Mobile Home
ASPT|ASPT
GAFN|Gafner Machine, Inc.Escanaba, Michigan
KROS|Kross KountryLittle Chute, Wisconsin
NERA|New Era Trans Co.
CORN|Corn Belt Manufacturing, Inc.Early, Iowa
ZIMR|Zimmerman Automobiles
ARRT|Arrow Trailers, Inc.Affiliated with Great Dane Trailers--Memphis, Tennessee
ZCZY|Zastavia (ZCZ-Yugoslavia)
EALO|Easy Loader Trailer
PARI|Parilla
TUFN|Tuff-N-Lite
RHNO|Rhino Trailer Mfg.
CLMB|Columbia
BARK|Barker Trailer Manufacturers, Inc.Phoenix, Arizona
LEE|Lee
CSTW|C & S Trailer WorldFort Worth, Texas
CLIT|Clinton Engine Corp.
PALW|Palmer Machine Works, Inc.Armory, Mississippi
PRDE|Pride Heavy Vehicle Ind. & Pride Enterprises
HOPK|Hopkins Mfg. Corp.
OSI|Osi
MAYS|Mays Industries, Inc.Boaz, Alabama
UNIO|United States Mobile Homes
BOAR|Boardman Co.
MULQ|Multiquip
DENZ|Denzel
TOWP|Tow Pro, Inc.McKinney, Texas
GORM|Gorman-Rupp Company, TheMansfield, Ohio
DILO|Dillon Enterprises, Inc.North Liberty, Indiana
LIPR|Little Prospector Motor Home
PINI|Pinifarina
GERL|Gerlinger Foundry Machine Works
VAQU|Vaquero Trailer
STRB|Starbuck Trailer
LIGC|Little Giant Crane & Shovel, Inc.Des Moines, Iowa
CONY|Cony Truck (Japan)
CUSL|Custom Plumbing Co.
MNTA|MantaSee Three R Industries, Inc.
BLDC|Black and Decker
ALLU|All States Trailer Co.
HADX|HADDOX QUALITY TRAILERS; OKLAHOMA
PNHL|PINE-HILL MANUFACTURING, CO.; GAP, PENNSYLVANIA
KINC|BuckinghamMfd. by King Homes, Inc., Elkhart,Indiana
WESH|Western Coach Corp.
KWDT|Dart, KW
TOWR|Towmaster
UNIP|Unipower
CPTN|COMPETITION TRAILERS, INC HENDERSON, TEXAS
EZZY|Ezzy Load Boat Trailer
WALL|Wallstrong Boat Trailer
TADN|Tecnica AutomotrizDel Noroeste SAMexico; trailers
FIST|Fiesta (imported by Ford)
DUTC|Dutchman ManufacturingMiddlebury, IN
REDD|Red Dale Coach Co.
MALH|Malheur Mobile Homes, Inc.
CMPT|Compact Equipment Co.
BNDT|BANDIT INDUSTRIES; MICHIGAN
PROG|Progress
CONR|Conner Industries, Inc.
FEDL|Federal
TRBE|Transfer
PYRA|Pyramid Mobil Homes
REEG|Reed Mfg. Co.
ACE|Ace Trailer of America
MAXE|Maxey Mfg., Inc.
WRAN|Wrangler Recreational ProductsFlorence, Alabama
ROAL|Roadway Trailer, Ltd.
APEX|Apex Travelers, Inc.Elkhart, Indiana
DEGE|DeGeest Mfg. Co.Sioux Falls, South Dakota
WHLE|Wheeler Truck TrailerMorley, Missouri
BIAN|Bianchi
SUBT|Suburban Motors, Inc.
RVIS|R-VISION, INC. INDIANA; MANUFACTURER OF TRAIL BAY TRAVEL TRAILER AND OTHER BRANDS
MORI|Morris Brothers
ESSE|Essex
PCTL|PARIS CUSTOM TRAILER CO.; TEXAS
ACGC|American Custom Electric Cars and Golf Carts
FLAN|A.Claeys Flandria (Belgium,imported by Saint Tropez)
WLLS|Willys
SILP|Silver Pigeon
ENSE|Ensenada Mobile Homes
KROP|Kropf Mfg. Co., Inc.
ONTR|Ontario Bus Industries, Inc.Mississauga, Ontario, Canada; bus.
DEAL|Deutz-Allis Corporation
ROBR|Robin Hood Travel Trailers
PINC|Pincor Products
BLOM|BLOOMERTRAILER MANUFACTURING, INC.; LAMARQUE, TX
TAHI|Tahiti Ski Trailers
LARK|Lark Trailer
LDMS|LOADMASTER INC; INDIANA
LINF|Lincraft Industries
SPOC|Sportcoach Corporation of America
FAYE|Fayette Trailer
MNAC|Monaco Motor Home
MOBI|Motobic
TRAG|Trailco-Norwin
ASUN|Asuna
CIRV|Circle V Horse Trailer
MQPW|MQ Power
DYNM|Dynamark Tractor Mower
KAES|Fahrzeugwerke GMBHKarls Kaessbohrer, Germany
GATO|Gator Trailers Corp.
STOW|EconorollMfd. by Stow Mfg. Co.
CROE|Cross Truck Equipment Co., Inc.Canton, Ohio
JETS|Jet Stream Camping Trailer
NEBM|New Bame Trailer
ARII|ARISTOCRAT INDUSTRIES, INC.; GOSHEN, IN
GLBL|GLOBAL ELECTRIC MOTOR CARS, LLC, FARGO,NORTH DAKOTA 2 & 4 PASSENGER, LONG & SHORT UTILITY TYPE VEHIC
TOUR|Tourite Mobile Homes Mfg.
BOWI|Bowie Industries Corp.Bowie, Texas
KRUZ|Kruz, Inc.
MOWE|Mowett Sales Co., Inc.
LILA|Lilac
GRUM|Grumman-Olsen
PRAM|PRESTON AMUSEMENTS, INC.; ALVARADO, TX
BROO|Brooklyn Trailer
MURP|Murphy Engineering Co., Inc.
CMBL|Campbell Coach Co., Inc.Mfrs. horse trailes--Cheney, Kansas
LASH|Lake & Shore Camper
WINP|Winpower Corp.Newton, Iowa
BAMH|Barrington HomesSubsidiary Fleetwood Interprises
TASP|TARASPORT TRAILERS, INC.; SWEETWATER, TN
BROU|Brougham Industries, Inc.
RDKG|Road King Travel Trailer
RAYC|RAYCO MANUFACTURING,INC.; WOOSTER, OH ; EQUIPMENT & TRAILERS
CICC|CIRCLE C MANUFACTURER; LIVINGSTON, TX
PARM|Parmiter, P. J. & Sons Ltd.
NORT|Norton (England)
GNSH|GENERAL SHELTERS; CENTER, TX CARGO TRAILERS ETC.
STRA|Strale
KENA|Kent Air Tool Co.
HSTR|Hostar Marine Transport Systems, Inc.
RROV|Range Rover of North America
WAND|Wanderer Camper
ROAE|Roadliner Mfg. Division
JOSO|Carl A. Johnson & Sons
SCHD|Schrader Dump Trailer
FRUE|Fruehauf Corp.Detroit, Michigan
METZ|Metzendorf Trailer Mfg.
BEPO|Beaird-Poulan Div., Emerson ElectricCo.
SHAW|Shaw-Wynn Homes Corp.
CANN|CANNONDALE CORPORATION, MAKER OF MOTORCYCLES
CPIU|CPI U.S.A.
GLEN|Glenhill Road Machinery
TMC|Transportation Manufacturing CorporationRoswell, New Mexico
SANT|Santo
GSIN|G. S. Industries, Inc.
GENA|General
BUNY|Bunyan, Paul Co.
CLAB|B.M. Clark Co., Inc.
WHIY|Whitley Mfg. Co.
BLAW|Blackwell Burner Co.San Antonio, Texas .
STAV|Starlite Mfg. Co.
GREL|Great Lakes Mobile HomesDiv. of Guerdon Industries
MOCR|Motocicletas Carabela SA
INTP|Interstate Products
REO|Reo
CLAN|Clar-Mont Mfg. Co.
MTPA|Maxwell Trailers & Pickup AccessoriesMexico, MO
ALBE|Alberta Trailer Co., Ltd.
ACEE|Ace Enterprises, Inc.Miami, Florida
SUNO|Sunline Coach Co.
VSTA|Vista Custom TrailerJane, Missouri
TAGE|Target Products Division, Federal-Mogul Corp.
VOGA|Volga
MONG|Lac St-Jean Motoneige, Ltd.See Montagnais
EZHA|E Z HaulDiv. of Parkhurst Manufacturing Co.
POR|Por Trailer
AIRC|Aircap Manufacturers, Inc.Tupelo, Mississippi--mfrs. power mowers
MARB|Marbrough Boat Trailer
RADC|Roadcraft Mfg. & Leasing
FISC|Fischer
PWTR|PW Trailer
HINE|Hines Mfg. Co.Rocky Mount, North Carolina
YENT|YENTES BROTHERS WELDING; LANCASTER, CALIFORNIA
ENVY|Envoy
COLL|COLLINS BUS
KARD|KARD CO, RENSSELAER, INDIANA
DRAK|DRAKE TRUCK BODIES, VERNON BRIDGE, PRINCE EDWARD ISLAND , CANADA
SHSY|Sherwood Sentry Horse Trailer
FRES|Friess Trailer
SOON|Sooner Mfg.
FILK|Finger Lakes Trailer
RICR|Richardson Mfg. Co., Inc.
VCAT|Vacationeer Trail trailer
SANR|Santeler Brothers
BEEH|Beechwood Motor Home
SVAC|Super Vacuuming Mfg. Co., Inc.
SPCY|Springcycle
LELY|The Lely Corp.
TRAJ|Trail-It Coach Mfg. Co.
ALPF|Alpine Mfg. Co.
BILE|Biltmore Mobile Homes
BORF|Born Free
AMFA|American DreamMfd. by American Family Homes, Inc.
DUPL|Duplex Truck Div.Div. of The Nolan Co., Midvale, Ohio
STAD|Standard Steel
WCMS|W.C. Manufacturing & Specialty Co.
ROLI|Rolite, Inc.
CSTM|Coastal Mfg. Co. or Coastal Building Systems
KASS|Kassborth
HUNM|Hunt's Trailer Mfg.
VIVI|Vivian Industrial PlasticsVivian, Louisiana
CANE|Cane River Trailer Co., Inc.Natchitoches, Louisiana
AVA|Ava Travel Trailer
BUCO|Bucko, Inc.Buhl, Indiana
ITAL|Italjet
SUND|Sundial Motor Home
CASC|Cascade Corp.
WILD|Wildcat
NELL|Nallej of Florida
BRIS|Bristol
EVNI|Electric Vehicles Northwest, Inc.
MCNM|MCN Mobile Homes Corp.
KOEH|Master Div., Koehring Co.
TRHO|Trail Horse
PARL|Park Royal
CRWE|Craft Weld Trailer
FLIN|Flintstone IndustriesOcilla, Georgia
VICH|Victorian Homes, Inc.Middlebury, Indiana
EPCC|EPI Erwin Precision Inc. & EPI Custom Cycles
WTSN|Watsonian
SITE|Sightseer Motor Home
TUFB|Tufby Converter Dolly
TRUT|Tru-Trailer Co.
LESR|Leisure Manor, Inc.
LLTR|L & L Trailers
PREW|Prew Proco Travel Trailer
RUMI|Rumi
AMCP|AMCO Products
TRPH|TROPHY HOMES, INC.; ELKHART, IN
CHPR|ChaparralSee Chaparral Industries, Inc.
ARNO|Arnolt-Bristol
LOTU|Lotus
MEYR|Meyer Mfg. Corp.
EMW|EMW
DINA|Dina Camiones S. A. De C. V.
SELM|Selma Trailer & Mfg. Co.
ROOT|Rootes
MARF|Long Haul, TheMfd. by Mark Fore Vatco Ind. (M.F.V.)
TANK|Tankraft Trailer
SALE|Salem Mobile Home Trailer
MONH|Monarch Mobile Homes
